freq,ref_ind,kappa,alpha,epsilon_r,epsilon_i,ref_ind_S,kappa_S,alpha_S,alpha_max,epsilonS_r,epsilonS_i,delta_N,delta_A,H_measure_r,H_measure_i,H_calc_r,H_calc_i,T_measure,T_calc
+6.35075721e+011,+3.03777612e+000,+2.88340109e-003,+7.67042058e-001,+9.22807541e+000,+1.75182539e-002,+3.03786462e+000,+2.87779552e-003,+7.66080845e-001,+4.56114203e+001,+9.22861316e+000,+1.74847064e-002,+5.03093811e-004,+1.35174248e-001,+5.50348403e-001,+3.72568236e-001,+5.50348403e-001,+3.72568236e-001,+6.64597965e-001,+6.64597965e-001
+6.39960918e+011,+3.03776229e+000,+2.85042312e-003,+7.64102101e-001,+9.22799161e+000,+1.73178157e-002,+3.03785501e+000,+2.84700116e-003,+7.63713130e-001,+4.56705379e+001,+9.22855494e+000,+1.72975534e-002,+6.90652279e-004,+4.33030800e-002,+6.64629470e-001,-1.86778149e-002,+6.64629470e-001,-1.86778148e-002,+6.64891866e-001,+6.64891866e-001
+6.44846116e+011,+3.03776846e+000,+2.81477736e-003,+7.60306577e-001,+9.22802926e+000,+1.71012837e-002,+3.03786269e+000,+2.81815034e-003,+7.61744641e-001,+4.57093128e+001,+9.22860177e+000,+1.71223075e-002,+4.91630899e-004,+1.36964046e-001,+5.28766929e-001,-4.03717918e-001,+5.28766929e-001,-4.03717918e-001,+6.65268834e-001,+6.65268834e-001
+6.49731314e+011,+3.03779619e+000,+2.77838318e-003,+7.56161477e-001,+9.22819796e+000,+1.68803237e-002,+3.03788582e+000,+2.79345724e-003,+7.60790337e-001,+4.57191174e+001,+9.22874244e+000,+1.69724083e-002,+5.74267600e-004,+1.12009200e-001,+1.92792928e-001,-6.37148866e-001,+1.92792928e-001,-6.37148866e-001,+6.65678444e-001,+6.65678444e-001
+6.54616512e+011,+3.03784474e+000,+2.74540260e-003,+7.52803458e-001,+9.22849315e+000,+1.66802137e-002,+3.03792129e+000,+2.77500170e-003,+7.61446457e-001,+4.56966925e+001,+9.22895804e+000,+1.68604735e-002,+5.93730927e-004,+1.07151632e-001,-2.17024179e-001,-6.29655935e-001,-2.17024179e-001,-6.29655935e-001,+6.66007575e-001,+6.66007575e-001
+6.59501710e+011,+3.03791029e+000,+2.72108349e-003,+7.51703207e-001,+9.22889155e+000,+1.65328151e-002,+3.03796497e+000,+2.76423757e-003,+7.64153227e-001,+4.56443626e+001,+9.22922351e+000,+1.67953138e-002,+5.10837979e-004,+1.39460726e-001,-5.45059018e-001,-3.82900958e-001,-5.45059018e-001,-3.82900958e-001,+6.66109958e-001,+6.66109958e-001
+6.64386908e+011,+3.03798594e+000,+2.71014787e-003,+7.54228019e-001,+9.22935122e+000,+1.64667822e-002,+3.03801229e+000,+2.76159139e-003,+7.69076686e-001,+4.55689475e+001,+9.22951105e+000,+1.67794971e-002,+6.89174785e-004,+6.39289820e-002,-6.65779667e-001,+9.68024514e-003,-6.65779667e-001,+9.68024506e-003,+6.65850037e-001,+6.65850037e-001
+6.69272106e+011,+3.03806266e+000,+2.71507090e-003,+7.61153956e-001,+9.22981737e+000,+1.64971111e-002,+3.03805893e+000,+2.76631791e-003,+7.76057633e-001,+4.54796628e+001,+9.22979443e+000,+1.68084737e-002,+5.12383397e-004,+1.47413375e-001,-5.32893506e-001,+3.98059914e-001,-5.32893507e-001,+3.98059914e-001,+6.65152001e-001,+6.65152001e-001
+6.74157303e+011,+3.03813122e+000,+2.73483442e-003,+7.72290850e-001,+9.23023381e+000,+1.66175716e-002,+3.03810150e+000,+2.77667616e-003,+7.84649381e-001,+4.53855209e+001,+9.23005304e+000,+1.68716480e-002,+5.21741542e-004,+1.47959060e-001,-1.97825996e-001,+6.33885004e-001,-1.97825996e-001,+6.33885004e-001,+6.64037140e-001,+6.64037140e-001
+6.79042501e+011,+3.03818451e+000,+2.76483755e-003,+7.86421152e-001,+9.23055746e+000,+1.68001732e-002,+3.03813793e+000,+2.79036261e-003,+7.94230869e-001,+4.52930192e+001,+9.23027429e+000,+1.69550130e-002,+6.69854588e-004,+9.06294360e-002,+2.10709720e-001,+6.28234536e-001,+2.10709721e-001,+6.28234536e-001,+6.62629020e-001,+6.62629020e-001
+6.83927699e+011,+3.03821952e+000,+2.79824793e-003,+8.01650363e-001,+9.23076999e+000,+1.70033829e-002,+3.03816750e+000,+2.80504802e-003,+8.04154793e-001,+4.52049577e+001,+9.23045389e+000,+1.70444115e-002,+5.56593533e-004,+1.40570046e-001,+5.37367977e-001,+3.85112459e-001,+5.37367977e-001,+3.85112459e-001,+6.61117198e-001,+6.61117198e-001
+6.88812897e+011,+3.03823778e+000,+2.82826760e-003,+8.16037991e-001,+9.23088082e+000,+1.71858990e-002,+3.03819058e+000,+2.81884293e-003,+8.13881745e-001,+4.51208377e+001,+9.23059407e+000,+1.71283641e-002,+5.70406720e-004,+1.36081148e-001,+6.59691049e-001,-1.87420476e-003,+6.59691049e-001,-1.87420472e-003,+6.59693711e-001,+6.59693711e-001
+6.93698095e+011,+3.03824423e+000,+2.85022176e-003,+8.28204836e-001,+9.23091986e+000,+1.73193396e-002,+3.03820810e+000,+2.83056006e-003,+8.23061027e-001,+4.50385901e+001,+9.23070043e+000,+1.71996610e-002,+5.41620211e-004,+1.45106718e-001,+5.33240848e-001,-3.86351720e-001,+5.33240849e-001,-3.86351720e-001,+6.58493321e-001,+6.58493321e-001
+6.98583293e+011,+3.03824493e+000,+2.86257201e-003,+8.37651218e-001,+9.23092406e+000,+1.73943898e-002,+3.03822102e+000,+2.83972564e-003,+8.31541137e-001,+4.49568282e+001,+9.23077893e+000,+1.72554283e-002,+5.68866181e-004,+1.34681511e-001,+2.06770257e-001,-6.24207953e-001,+2.06770257e-001,-6.24207953e-001,+6.57563311e-001,+6.57563311e-001
+7.03468490e+011,+3.03824490e+000,+2.86666230e-003,+8.44714197e-001,+9.23092388e+000,+1.74192442e-002,+3.03823004e+000,+2.84638650e-003,+8.39320212e-001,+4.48767209e+001,+9.23083368e+000,+1.72959539e-002,+5.96740335e-004,+1.21644277e-001,-1.96632774e-001,-6.26747368e-001,-1.96632774e-001,-6.26747368e-001,+6.56868869e-001,+6.56868869e-001
+7.08353688e+011,+3.03824664e+000,+2.86558054e-003,+8.50259293e-001,+9.23093441e+000,+1.74126808e-002,+3.03823545e+000,+2.85083506e-003,+8.46469690e-001,+4.48028419e+001,+9.23086650e+000,+1.73230163e-002,+5.34576044e-004,+1.42735099e-001,-5.25326726e-001,-3.93437429e-001,-5.25326726e-001,-3.93437429e-001,+6.56323990e-001,+6.56323990e-001
+7.13238886e+011,+3.03824972e+000,+2.86268195e-003,+8.55257167e-001,+9.23095316e+000,+1.73950853e-002,+3.03823735e+000,+2.85339621e-003,+8.53073112e-001,+4.47426993e+001,+9.23087805e+000,+1.73385899e-002,+5.13034003e-004,+1.48111469e-001,-6.55717276e-001,-1.23253707e-002,-6.55717276e-001,-1.23253707e-002,+6.55833105e-001,+6.55833105e-001
+7.18124084e+011,+3.03825162e+000,+2.86026895e-003,+8.60389246e-001,+9.23096472e+000,+1.73804335e-002,+3.03823599e+000,+2.85437494e-003,+8.59210692e-001,+4.47049769e+001,+9.23086976e+000,+1.73445293e-002,+5.36851420e-004,+1.39699970e-001,-5.38942521e-001,+3.72824072e-001,-5.38942521e-001,+3.72824072e-001,+6.55329558e-001,+6.55329558e-001
+7.23009282e+011,+3.03824927e+000,+2.85887877e-003,+8.65821213e-001,+9.23095045e+000,+1.73719727e-002,+3.03823200e+000,+2.85417283e-003,+8.64994412e-001,+4.46968969e+001,+9.23084555e+000,+1.73432785e-002,+6.27401888e-004,+1.00382721e-001,-2.19496800e-001,+6.16912390e-001,-2.19496800e-001,+6.16912390e-001,+6.54797482e-001,+6.54797482e-001
+7.27894480e+011,+3.03824093e+000,+2.85752212e-003,+8.71257713e-001,+9.23089979e+000,+1.73636813e-002,+3.03822655e+000,+2.85349353e-003,+8.70631706e-001,+4.47215561e+001,+9.23081243e+000,+1.73391196e-002,+5.09764590e-004,+1.52122058e-001,+1.81864748e-001,+6.28481719e-001,+1.81864748e-001,+6.28481719e-001,+6.54266045e-001,+6.54266045e-001
+7.32779678e+011,+3.03822743e+000,+2.85483201e-003,+8.76279362e-001,+9.23081777e+000,+1.73472578e-002,+3.03822117e+000,+2.85351351e-003,+8.76481010e-001,+4.47763157e+001,+9.23077971e+000,+1.73392103e-002,+5.11555587e-004,+1.55535326e-001,+5.14123810e-001,+4.03856402e-001,+5.14123811e-001,+4.03856402e-001,+6.53776174e-001,+6.53776174e-001
+7.37664875e+011,+3.03821215e+000,+2.85052596e-003,+8.80790689e-001,+9.23072496e+000,+1.73210052e-002,+3.03821742e+000,+2.85590503e-003,+8.83063689e-001,+4.48530112e+001,+9.23075692e+000,+1.73537208e-002,+6.45437211e-004,+1.04336361e-001,+6.52741940e-001,+2.78721577e-002,+6.52741939e-001,+2.78721577e-002,+6.53336741e-001,+6.53336741e-001
+7.42550073e+011,+3.03819980e+000,+2.84634252e-003,+8.85322528e-001,+9.23064993e+000,+1.72955146e-002,+3.03821647e+000,+2.86264768e-003,+8.91010469e-001,+4.49399110e+001,+9.23075114e+000,+1.73946867e-002,+5.40735043e-004,+1.55929973e-001,+5.45897093e-001,-3.58146078e-001,+5.45897093e-001,-3.58146078e-001,+6.52895282e-001,+6.52895282e-001
+7.47435271e+011,+3.03819462e+000,+2.84596909e-003,+8.91030102e-001,+9.23061846e+000,+1.72932160e-002,+3.03821872e+000,+2.87563373e-003,+9.00940931e-001,+4.50245713e+001,+9.23076473e+000,+1.74736084e-002,+6.39865584e-004,+1.19676368e-001,+2.33786839e-001,-6.09006857e-001,+2.33786839e-001,-6.09006857e-001,+6.52338591e-001,+6.52338591e-001
+7.52320469e+011,+3.03819887e+000,+2.85407726e-003,+8.99408966e-001,+9.23064425e+000,+1.73425086e-002,+3.03822359e+000,+2.89614554e-003,+9.13297822e-001,+4.50965165e+001,+9.23079422e+000,+1.75982754e-002,+5.75175634e-004,+1.52857896e-001,-1.65942009e-001,-6.30033947e-001,-1.65942009e-001,-6.30033947e-001,+6.51520932e-001,+6.51520932e-001
+7.57205667e+011,+3.03821199e+000,+2.87490618e-003,+9.11855751e-001,+9.23072382e+000,+1.74691489e-002,+3.03822966e+000,+2.92434734e-003,+9.28179497e-001,+4.51489957e+001,+9.23083094e+000,+1.77696777e-002,+5.24120613e-004,+1.73834986e-001,-5.02057154e-001,-4.13326027e-001,-5.02057154e-001,-4.13326027e-001,+6.50307458e-001,+6.50307458e-001
+7.62090865e+011,+3.03823054e+000,+2.91080212e-003,+9.29197533e-001,+9.23083634e+000,+1.76873758e-002,+3.03823506e+000,+2.95896428e-003,+9.45225956e-001,+4.51795384e+001,+9.23086353e+000,+1.79800580e-002,+7.53244511e-004,+3.80664595e-002,-6.47292208e-001,-4.14890482e-002,-6.47292208e-001,-4.14890481e-002,+6.48620493e-001,+6.48620493e-001
+7.66976063e+011,+3.03824905e+000,+2.96101643e-003,+9.51286288e-001,+9.23094853e+000,+1.79926107e-002,+3.03823805e+000,+2.99729161e-003,+9.63607050e-001,+4.51893669e+001,+9.23088148e+000,+1.82129708e-002,+5.34476546e-004,+1.75905661e-001,-5.47472464e-001,+3.43814677e-001,-5.47472464e-001,+3.43814677e-001,+6.46478640e-001,+6.46478640e-001
+7.71861260e+011,+3.03826153e+000,+3.02108951e-003,+9.76768053e-001,+9.23102400e+000,+1.83577201e-002,+3.03823763e+000,+3.03558027e-003,+9.82132599e-001,+4.51819274e+001,+9.23087867e+000,+1.84456284e-002,+5.50383888e-004,+1.71139404e-001,-2.42199135e-001,+5.96739589e-001,-2.42199135e-001,+5.96739589e-001,+6.44017514e-001,+6.44017514e-001
+7.76746458e+011,+3.03826347e+000,+3.08321370e-003,+1.00316303e+000,+9.23103539e+000,+1.87352311e-002,+3.03823388e+000,+3.06971754e-003,+9.99463315e-001,+4.51609806e+001,+9.23085566e+000,+1.86530396e-002,+6.98671639e-004,+9.46353144e-002,+1.51496581e-001,+6.23333295e-001,+1.51496581e-001,+6.23333295e-001,+6.41479236e-001,+6.41479236e-001
+7.81631656e+011,+3.03825362e+000,+3.13779941e-003,+1.02734409e+000,+9.23097520e+000,+1.90668608e-002,+3.03822804e+000,+3.09601972e-003,+1.01436678e+000,+4.51288619e+001,+9.23082001e+000,+1.88128278e-002,+5.29685187e-004,+1.71576089e-001,+4.85144640e-001,+4.16131155e-001,+4.85144640e-001,+4.16131155e-001,+6.39163876e-001,+6.39163876e-001
+7.86516854e+011,+3.03823476e+000,+3.17593585e-003,+1.04632925e+000,+9.23086036e+000,+1.92984774e-002,+3.03822221e+000,+3.11192106e-003,+1.02594899e+000,+4.50855438e+001,+9.23078452e+000,+1.89094154e-002,+6.35670231e-004,+1.18022552e-001,+6.34996524e-001,+5.47571279e-002,+6.34996524e-001,+5.47571280e-002,+6.37353065e-001,+6.37353065e-001
+7.91402052e+011,+3.03821292e+000,+3.19184411e-003,+1.05810180e+000,+9.23072755e+000,+1.93950040e-002,+3.03821883e+000,+3.11638292e-003,+1.03380148e+000,+4.50288678e+001,+9.23076398e+000,+1.89365066e-002,+5.34877273e-004,+1.56948300e-001,+5.46753820e-001,-3.25351755e-001,+5.46753820e-001,-3.25351755e-001,+6.36233844e-001,+6.36233844e-001
+7.96287250e+011,+3.03819542e+000,+3.18431036e-003,+1.06212042e+000,+9.23062128e+000,+1.93491143e-002,+3.03822007e+000,+3.10993289e-003,+1.03803008e+000,+4.49558413e+001,+9.23077151e+000,+1.88973210e-002,+4.94463469e-004,+1.66354863e-001,+2.54045982e-001,-5.82897986e-001,+2.54045982e-001,-5.82897986e-001,+6.35853303e-001,+6.35853303e-001
+8.01172447e+011,+3.03818861e+000,+3.15662524e-003,+1.05934553e+000,+9.23058009e+000,+1.91808457e-002,+3.03822728e+000,+3.09434484e-003,+1.03916348e+000,+4.48644670e+001,+9.23081541e+000,+1.88026458e-002,+6.44829145e-004,+8.76838444e-002,-1.34175971e-001,-6.21806217e-001,-1.34175971e-001,-6.21806217e-001,+6.36118042e-001,+6.36118042e-001
+8.06057645e+011,+3.03819616e+000,+3.11528039e-003,+1.05184525e+000,+9.23062619e+000,+1.89296658e-002,+3.03824077e+000,+3.07206547e-003,+1.03797222e+000,+4.47554263e+001,+9.23089752e+000,+1.86673491e-002,+4.98062313e-004,+1.63867260e-001,-4.72842811e-001,-4.26584019e-001,-4.72842811e-001,-4.26584019e-001,+6.36831413e-001,+6.36831413e-001
+8.10942843e+011,+3.03821827e+000,+3.06804066e-003,+1.04217335e+000,+9.23076085e+000,+1.86427544e-002,+3.03825982e+000,+3.04556272e-003,+1.03525409e+000,+4.46330500e+001,+9.23101348e+000,+1.85064217e-002,+4.97477365e-004,+1.67077893e-001,-6.33965886e-001,-6.93819244e-002,-6.33965886e-001,-6.93819243e-002,+6.37751202e-001,+6.37751202e-001
+8.15828041e+011,+3.03825194e+000,+3.02195560e-003,+1.03270271e+000,+9.23096571e+000,+1.83629249e-002,+3.03828304e+000,+3.01679354e-003,+1.03165237e+000,+4.45052419e+001,+9.23115471e+000,+1.83317453e-002,+5.63325061e-004,+1.45819626e-001,-5.55309606e-001,+3.15448009e-001,-5.55309606e-001,+3.15448009e-001,+6.38651865e-001,+6.38651865e-001
+8.20713239e+011,+3.03829191e+000,+2.98171000e-003,+1.02505095e+000,+9.23120882e+000,+1.81186107e-002,+3.03830879e+000,+2.98694417e-003,+1.02756122e+000,+4.43822777e+001,+9.23131141e+000,+1.81505175e-002,+5.69239218e-004,+1.49039251e-001,-2.65516605e-001,+5.81641297e-001,-2.65516605e-001,+5.81641297e-001,+6.39379125e-001,+6.39379125e-001
+8.25598437e+011,+3.03833231e+000,+2.94867474e-003,+1.01972799e+000,+9.23145452e+000,+1.79181075e-002,+3.03833576e+000,+2.95649394e-003,+1.02313989e+000,+4.42747102e+001,+9.23147545e+000,+1.79656425e-002,+5.58318837e-004,+1.59820037e-001,+1.25717610e-001,+6.27412833e-001,+1.25717610e-001,+6.27412833e-001,+6.39884193e-001,+6.39884193e-001
+8.30483635e+011,+3.03836851e+000,+2.92101300e-003,+1.01613914e+000,+9.23167464e+000,+1.77502278e-002,+3.03836316e+000,+2.92553491e-003,+1.01841673e+000,+4.41909700e+001,+9.23164214e+000,+1.77776750e-002,+5.19685940e-004,+1.79742788e-001,+4.69648589e-001,+4.35105695e-001,+4.69648589e-001,+4.35105695e-001,+6.40223994e-001,+6.40223994e-001
+8.35368832e+011,+3.03839853e+000,+2.89494910e-003,+1.01299618e+000,+9.23185724e+000,+1.75920182e-002,+3.03839083e+000,+2.89419548e-003,+1.01343358e+000,+4.41355059e+001,+9.23181045e+000,+1.75873940e-002,+5.82689929e-004,+1.58397133e-001,+6.35781643e-001,+7.77818139e-002,+6.35781643e-001,+7.77818139e-002,+6.40521903e-001,+6.40521903e-001
+8.40254030e+011,+3.03842344e+000,+2.86676562e-003,+1.00900055e+000,+9.23200876e+000,+1.74208957e-002,+3.03841898e+000,+2.86299462e-003,+1.00837088e+000,+4.41081916e+001,+9.23198171e+000,+1.73979544e-002,+5.71313020e-004,+1.65032051e-001,+5.61360894e-001,-3.09240417e-001,+5.61360894e-001,-3.09240417e-001,+6.40902246e-001,+6.40902246e-001
+8.45139228e+011,+3.03844642e+000,+2.83464472e-003,+1.00349567e+000,+9.23214859e+000,+1.72258322e-002,+3.03844788e+000,+2.83299291e-003,+1.00360521e+000,+4.41051815e+001,+9.23215747e+000,+1.72158026e-002,+6.23853760e-004,+1.38963508e-001,+2.74436504e-001,-5.79753626e-001,+2.74436504e-001,-5.79753626e-001,+6.41427830e-001,+6.41427830e-001
+8.50024426e+011,+3.03847111e+000,+2.79955663e-003,+9.96802852e-001,+9.23229884e+000,+1.70127439e-002,+3.03847746e+000,+2.80568355e-003,+9.99675970e-001,+4.41207437e+001,+9.23233740e+000,+1.70500124e-002,+5.23665034e-004,+1.83270125e-001,-1.16941752e-001,-6.31328470e-001,-1.16941752e-001,-6.31328470e-001,+6.42067762e-001,+6.42067762e-001
+8.54909624e+011,+3.03849995e+000,+2.76495588e-003,+9.90140947e-001,+9.23247430e+000,+1.68026366e-002,+3.03850714e+000,+2.78265691e-003,+9.97169602e-001,+4.41492552e+001,+9.23251791e+000,+1.69102458e-002,+5.15615040e-004,+1.86557302e-001,-4.64910238e-001,-4.43765794e-001,-4.64910238e-001,-4.43765794e-001,+6.42704916e-001,+6.42704916e-001
+8.59794822e+011,+3.03853315e+000,+2.73558306e-003,+9.85220274e-001,+9.23267624e+000,+1.66243196e-002,+3.03853582e+000,+2.76515018e-003,+9.96558297e-001,+4.41866396e+001,+9.23269231e+000,+1.68040158e-002,+6.94403192e-004,+8.62388096e-002,-6.37203195e-001,-8.74399546e-002,-6.37203195e-001,-8.74399546e-002,+6.43174671e-001,+6.43174671e-001
+8.64680020e+011,+3.03856854e+000,+2.71587338e-003,+9.83679343e-001,+9.23289142e+000,+1.65047349e-002,+3.03856215e+000,+2.75363557e-003,+9.98047123e-001,+4.42308673e+001,+9.23285236e+000,+1.67341856e-002,+5.21948605e-004,+1.89659916e-001,-5.67765583e-001,+3.02492656e-001,-5.67765583e-001,+3.02492656e-001,+6.43319177e-001,+6.43319177e-001
+8.69565217e+011,+3.03860220e+000,+2.70844055e-003,+9.86529501e-001,+9.23309600e+000,+1.64597469e-002,+3.03858492e+000,+2.74758881e-003,+1.00148180e+000,+4.42814889e+001,+9.23299074e+000,+1.66975638e-002,+5.77691439e-004,+1.71621242e-001,-2.82852056e-001,+5.77491880e-001,-2.82852056e-001,+5.77491880e-001,+6.43041334e-001,+6.43041334e-001
+8.74450415e+011,+3.03862973e+000,+2.71304636e-003,+9.93758856e-001,+9.23326329e+000,+1.64878866e-002,+3.03860352e+000,+2.74551563e-003,+1.00634819e+000,+4.43384541e+001,+9.23310381e+000,+1.66850669e-002,+6.39641171e-004,+1.44664670e-001,+1.08708446e-001,+6.33077712e-001,+1.08708446e-001,+6.33077712e-001,+6.42343300e-001,+6.42343300e-001
+8.79335613e+011,+3.03864784e+000,+2.72640510e-003,+1.00423108e+000,+9.23337328e+000,+1.65691700e-002,+3.03861829e+000,+2.74522535e-003,+1.01186325e+000,+4.44006908e+001,+9.23319359e+000,+1.66833839e-002,+5.34777654e-004,+1.97511591e-001,+4.57852064e-001,+4.49091428e-001,+4.57852064e-001,+4.49091428e-001,+6.41335811e-001,+6.41335811e-001
+8.84220811e+011,+3.03865571e+000,+2.74297093e-003,+1.01594582e+000,+9.23342097e+000,+1.66698886e-002,+3.03863060e+000,+2.74426586e-003,+1.01712909e+000,+4.44650308e+001,+9.23326842e+000,+1.66776205e-002,+7.21149429e-004,+8.98258864e-002,+6.32898694e-001,+9.64915434e-002,+6.32898694e-001,+9.64915434e-002,+6.40211976e-001,+6.40211976e-001
+8.89106009e+011,+3.03865556e+000,+2.75646946e-003,+1.02658600e+000,+9.23342003e+000,+1.67519225e-002,+3.03864275e+000,+2.74039945e-003,+1.02130763e+000,+4.45259613e+001,+9.23334227e+000,+1.66541899e-002,+5.47204261e-004,+1.97531616e-001,+5.69098576e-001,-2.91024749e-001,+5.69098576e-001,-2.91024749e-001,+6.39193706e-001,+6.39193706e-001
+8.93991207e+011,+3.03865232e+000,+2.76157698e-003,+1.03413922e+000,+9.23340031e+000,+1.67829446e-002,+3.03865762e+000,+2.73200726e-003,+1.02377438e+000,+4.45763518e+001,+9.23343267e+000,+1.66032693e-002,+5.27727504e-004,+2.04455550e-001,+2.91575392e-001,-5.68005732e-001,+2.91575392e-001,-5.68005732e-001,+6.38472177e-001,+6.38472177e-001
+8.98876404e+011,+3.03865237e+000,+2.75511901e-003,+1.03735870e+000,+9.23340062e+000,+1.67436978e-002,+3.03867823e+000,+2.71834478e-003,+1.02422101e+000,+4.46088970e+001,+9.23355802e+000,+1.65203502e-002,+7.32281482e-004,+6.43001284e-002,-9.52149176e-002,-6.31021664e-001,-9.52149177e-002,-6.31021664e-001,+6.38164729e-001,+6.38164729e-001
+9.03761602e+011,+3.03866209e+000,+2.73648791e-003,+1.03594340e+000,+9.23345982e+000,+1.66305242e-002,+3.03870729e+000,+2.69961279e-003,+1.02269121e+000,+4.46177692e+001,+9.23373469e+000,+1.64066661e-002,+5.22630424e-004,+1.98844983e-001,-4.46320911e-001,-4.56314635e-001,-4.46320911e-001,-4.56314635e-001,+6.38298834e-001,+6.38298834e-001
+9.08646800e+011,+3.03868666e+000,+2.70738295e-003,+1.03046537e+000,+9.23360930e+000,+1.64537769e-002,+3.03874672e+000,+2.67684638e-003,+1.01954808e+000,+4.45999677e+001,+9.23397449e+000,+1.62685163e-002,+5.66764129e-004,+1.73495445e-001,-6.29497015e-001,-1.08737869e-001,-6.29497015e-001,-1.08737868e-001,+6.38819549e-001,+6.38819549e-001
+9.13531998e+011,+3.03872924e+000,+2.67116889e-003,+1.02214786e+000,+9.23386827e+000,+1.62339181e-002,+3.03879746e+000,+2.65165745e-003,+1.01538407e+000,+4.45560151e+001,+9.23428297e+000,+1.61156998e-002,+5.81254136e-004,+1.58589398e-001,-5.74419828e-001,+2.81324286e-001,-5.74419828e-001,+2.81324286e-001,+6.39610423e-001,+6.39610423e-001
+9.18417196e+011,+3.03879064e+000,+2.63209860e-003,+1.01258332e+000,+9.23424160e+000,+1.59967931e-002,+3.03885929e+000,+2.62589317e-003,+1.01089540e+000,+4.44898377e+001,+9.23465889e+000,+1.59594397e-002,+5.21226953e-004,+1.81741275e-001,-3.00202803e-001,+5.65812547e-001,-3.00202803e-001,+5.65812547e-001,+6.40519759e-001,+6.40519759e-001
+9.23302394e+011,+3.03886931e+000,+2.59451178e-003,+1.00343263e+000,+9.23471995e+000,+1.57687645e-002,+3.03893098e+000,+2.60128807e-003,+1.00674984e+000,+4.44078460e+001,+9.23509476e+000,+1.58102698e-002,+6.10481037e-004,+1.30947511e-001,+9.00160322e-002,+6.35040749e-001,+9.00160321e-002,+6.35040749e-001,+6.41388836e-001,+6.41388836e-001
+9.28187592e+011,+3.03896172e+000,+2.56206292e-003,+9.96125730e-001,+9.23528179e+000,+1.55720223e-002,+3.03901054e+000,+2.57918500e-003,+1.00347698e+000,+4.43174140e+001,+9.23557842e+000,+1.56763408e-002,+4.93260246e-004,+1.92717241e-001,+4.47099406e-001,+4.60835630e-001,+4.47099406e-001,+4.60835630e-001,+6.42080491e-001,+6.42080491e-001
+9.33072789e+011,+3.03906301e+000,+2.53708120e-003,+9.91604529e-001,+9.23589753e+000,+1.54206993e-002,+3.03909553e+000,+2.56037655e-003,+1.00140217e+000,+4.42251688e+001,+9.23609509e+000,+1.55624579e-002,+5.08570590e-004,+1.91640245e-001,+6.33188708e-001,+1.09011975e-001,+6.33188708e-001,+1.09011975e-001,+6.42504126e-001,+6.42504126e-001
+9.37957987e+011,+3.03916789e+000,+2.52023377e-003,+9.90176973e-001,+9.23653511e+000,+1.53188271e-002,+3.03918346e+000,+2.54508377e-003,+1.00063256e+000,+4.41356497e+001,+9.23662960e+000,+1.54699530e-002,+5.89331204e-004,+1.61184373e-001,+5.75883477e-001,-2.85187219e-001,+5.75883477e-001,-2.85187219e-001,+6.42630165e-001,+6.42630165e-001
+9.42843185e+011,+3.03927163e+000,+2.51062419e-003,+9.91538965e-001,+9.23716576e+000,+1.52609378e-002,+3.03927205e+000,+2.53305596e-003,+1.00109067e+000,+4.40508232e+001,+9.23716816e+000,+1.53972924e-002,+5.98820523e-004,+1.66088145e-001,+2.97075504e-001,-5.69681656e-001,+2.97075504e-001,-5.69681656e-001,+6.42488167e-001,+6.42488167e-001
+9.47728383e+011,+3.03937076e+000,+2.50628891e-003,+9.94955436e-001,+9.23776835e+000,+1.52350825e-002,+3.03935947e+000,+2.52375409e-003,+1.00258242e+000,+4.39706162e+001,+9.23769963e+000,+1.53411918e-002,+5.28772068e-004,+2.08087608e-001,-9.55867595e-002,-6.34995186e-001,-9.55867596e-002,-6.34995186e-001,+6.42149293e-001,+6.42149293e-001
+9.52613581e+011,+3.03946332e+000,+2.50488100e-003,+9.99522272e-001,+9.23833100e+000,+1.52269878e-002,+3.03944441e+000,+2.51657194e-003,+1.00488249e+000,+4.38941929e+001,+9.23821598e+000,+1.52979610e-002,+5.33494097e-004,+2.12521930e-001,-4.50915267e-001,-4.56569170e-001,-4.50915267e-001,-4.56569170e-001,+6.41700853e-001,+6.41700853e-001
+9.57498779e+011,+3.03954874e+000,+2.50429651e-003,+1.00441360e+000,+9.23885025e+000,+1.52238626e-002,+3.03952602e+000,+2.51104863e-003,+1.00781893e+000,+4.38214265e+001,+9.23871215e+000,+1.52647953e-002,+6.71312603e-004,+1.41264523e-001,-6.32801566e-001,-1.03577461e-001,-6.32801566e-001,-1.03577461e-001,+6.41222358e-001,+6.41222358e-001
+9.62383977e+011,+3.03962745e+000,+2.50310801e-003,+1.00905905e+000,+9.23932878e+000,+1.52170316e-002,+3.03960386e+000,+2.50702840e-003,+1.01133910e+000,+4.37540118e+001,+9.23918536e+000,+1.52407464e-002,+5.58232643e-004,+2.06446336e-001,-5.72216746e-001,+2.88361352e-001,-5.72216746e-001,+2.88361352e-001,+6.40768503e-001,+6.40768503e-001
+9.67269174e+011,+3.03970047e+000,+2.50080072e-003,+1.01324634e+000,+9.23977268e+000,+1.52033702e-002,+3.03967767e+000,+2.50473006e-003,+1.01554094e+000,+4.36958520e+001,+9.23963406e+000,+1.52271440e-002,+6.05625617e-004,+1.80946315e-001,-2.93012654e-001,+5.69388996e-001,-2.93012654e-001,+5.69388996e-001,+6.40359465e-001,+6.40359465e-001
