,t,y
2599,1170.2514143967226,6.635544453668566e-11
2600,1170.2015198793629,7.09029180455503e-11
2601,1170.1516253620032,7.635988625618787e-11
2602,1170.1017308446435,8.090735976505251e-11
2603,1170.0518363272838,8.454533857214423e-11
2604,1170.0019418099241,8.727382267746301e-11
2605,1169.9520472925644,8.909281208100887e-11
2606,1169.9021527752047,9.091180148455472e-11
2607,1169.852258257845,9.182129618632765e-11
2608,1169.8023637404854,9.364028558987351e-11
2609,1169.7524692231257,9.364028558987351e-11
2610,1169.7025747057662,9.454978029164644e-11
2611,1169.6526801884065,9.364028558987351e-11
2612,1169.6027856710468,9.273079088810058e-11
2613,1169.5528911536871,9.091180148455472e-11
2614,1169.5029966363275,8.727382267746301e-11
2615,1169.4531021189678,8.454533857214423e-11
2616,1169.403207601608,8.181685446682544e-11
2617,1169.3533130842484,7.72693809579608e-11
2618,1169.3034185668887,7.181241274732323e-11
2619,1169.253524049529,6.635544453668566e-11
2620,1169.2036295321693,5.998898162427516e-11
2621,1169.1537350148099,5.3622518711864666e-11
2622,1169.1038404974502,4.725605579945417e-11
2623,1169.0539459800905,3.998009818527074e-11
2624,1169.0040514627308,3.088515116754146e-11
2625,1168.954156945371,2.2699698851585106e-11
2626,1168.9042624280114,1.3604751833855824e-11
2627,1168.8543679106517,6.328794219672397e-12
2628,1168.804473393292,-3.6756474998298134e-12
2629,1168.7545788759323,-1.0951605114013239e-11
2630,1168.7046843585726,-2.004655213174252e-11
2631,1168.654789841213,-2.8232004447698875e-11
2632,1168.6048953238535,-3.8236446167201086e-11
2633,1168.5550008064938,-5.005987729024915e-11
2634,1168.5051062891341,-6.006431900975136e-11
2635,1168.4552117717744,-7.006876072925357e-11
2636,1168.4053172544147,-7.825421304520993e-11
2637,1168.355422737055,-8.825865476471214e-11
2638,1168.3055282196954,-9.735360178244142e-11
2639,1168.2556337023357,-1.064485488001707e-10
2640,1168.205739184976,-1.1554349581789999e-10
2641,1168.1558446676163,-1.2463844283562927e-10
2642,1168.1059501502566,-1.3464288455513148e-10
2643,1168.0560556328971,-1.4373783157286076e-10
2644,1168.0061611155375,-1.5192328388881712e-10
2645,1167.9562665981778,-1.6010873620477347e-10
2646,1167.906372080818,-1.6829418852072982e-10
2647,1167.8564775634584,-1.7647964083668618e-10
2648,1167.8065830460987,-1.8557458785441546e-10
