,freq,a,b
0,75000000000.0,0.719646119696771,0.6943410274536432
1,75025000000.0,0.7199416516710911,0.6940345943748778
2,75050000000.0,0.7202219716972418,0.6937436929331595
3,75075000000.0,0.7204868330009354,0.693468617510758
4,75100000000.0,0.7207360285318652,0.6932096199391019
5,75125000000.0,0.7209693906906479,0.6929669095181648
6,75150000000.0,0.7211867909672091,0.6927406531555799
7,75175000000.0,0.7213881394627719,0.692530975655559
8,75200000000.0,0.7215733843227821,0.6923379601299985
9,75225000000.0,0.7217425110538648,0.692161648560264
10,75250000000.0,0.7218955417632635,0.6920020424697635
11,75275000000.0,0.722032534308236,0.6918591037201328
12,75300000000.0,0.7221535813527027,0.6917327554333867
13,75325000000.0,0.7222588093424231,0.6916228830274964
14,75350000000.0,0.7223483774224575,0.691529335339538
15,75375000000.0,0.7224224762632323,0.6914519258702658
16,75400000000.0,0.7224813268338931,0.6913904341082086
17,75425000000.0,0.722525179112464,0.6913446069425159
18,75450000000.0,0.7225543107425323,0.6913141601525196
19,75475000000.0,0.7225690256422059,0.6912987799659952
20,75500000000.0,0.7225696525583756,0.6912981246912714
21,75525000000.0,0.7225565436022471,0.6913118263834162
22,75550000000.0,0.722530072735113,0.6913394925746629
23,75575000000.0,0.7224906342370444,0.6913807080326683
24,75600000000.0,0.7224386411451761,0.6914350365582521
25,75625000000.0,0.7223745236826988,0.6915020227983384
26,75650000000.0,0.7222987276804252,0.6915811940699658
27,75675000000.0,0.7222117129786996,0.6916720622060518
28,75700000000.0,0.7221139518512827,0.6917741253774407
29,75725000000.0,0.7220059274092339,0.6918868699331794
30,75750000000.0,0.7218881320394491,0.6920097722002163
31,75775000000.0,0.7217610658462627,0.6921423002739157
32,75800000000.0,0.721625235116631,0.6922839157765169
33,75825000000.0,0.7214811508084281,0.6924340755827567
34,75850000000.0,0.7213293270737172,0.6925922334991766
35,75875000000.0,0.7211702798171297,0.692757841896058
36,75900000000.0,0.7210045252883311,0.6929303532922686
37,75925000000.0,0.7208325787224287,0.6931092218780341
38,75950000000.0,0.7206549530208061,0.6932939049830023
39,75975000000.0,0.7204721574960737,0.6934838644647416
40,76000000000.0,0.7202846966478879,0.6936785680521352
41,76025000000.0,0.7200930690179702,0.6938774905934626
42,76050000000.0,0.7198977660871954,0.6940801152479918
43,76075000000.0,0.7196992712488789,0.6942859345859118
44,76100000000.0,0.7194980588284953,0.6944944516279645
45,76125000000.0,0.7192945931781874,0.6947051807958722
46,76150000000.0,0.7190893278375826,0.6949176487830006
47,76175000000.0,0.7188827047557508,0.6951313953513076
48,76200000000.0,0.7186751535854804,0.6953459740437754
49,76225000000.0,0.7184670910427328,0.6955609528205228
50,76250000000.0,0.7182589203281897,0.6957759146226485
51,76275000000.0,0.7180510306311407,0.695990457843753
52,76300000000.0,0.7178437966743197,0.6962041967527907
53,76325000000.0,0.7176375783512285,0.6964167618159289
54,76350000000.0,0.7174327204044447,0.6966277999714612
55,76375000000.0,0.7172295521836353,0.6968369748186891
56,76400000000.0,0.7170283874408074,0.6970439667653939
57,76425000000.0,0.7168295242090885,0.6972484730870134
58,76450000000.0,0.7166332447221513,0.697450207942475
59,76475000000.0,0.7164398153772682,0.6976489023442852
60,76500000000.0,0.7162494867742173,0.6978443040504598
61,76525000000.0,0.7160624937708081,0.6980361774397738
62,76550000000.0,0.7158790556058292,0.6982243033187157
63,76575000000.0,0.7156993760497936,0.6984084787013509
64,76600000000.0,0.7155236435919907,0.6985885165538023
65,76625000000.0,0.7153520316739899,0.6987642454933534
66,76650000000.0,0.7151846989322863,0.6989355094807639
67,76675000000.0,0.7150217894922094,0.6991021674629241
68,76700000000.0,0.7148634332667535,0.6992640930135553
69,76725000000.0,0.714709746286311,0.6994211739455393
70,76750000000.0,0.7145608310379178,0.6995733119169146
71,76775000000.0,0.7144167768322086,0.6997204220120191
72,76800000000.0,0.7142776601640509,0.6998624323326467
