frequency/GHz;epsilon_r';epsilon_r'';n;alpha
109.1;2.1079042845;0.0054869993;1.4518635801;0.0863559885
109.125;2.10767345;0.0053587423;1.4517840253;0.0843613906
109.15;2.1074288971;0.0052302891;1.4516997425;0.0823628281
109.175;2.1071701933;0.0051018941;1.4516105819;0.0803642936
109.2;2.1068969093;0.0049738139;1.4515163949;0.0783698184
109.225;2.1066086201;0.0048463066;1.4514170343;0.0763834623
109.25;2.1063049055;0.0047196314;1.4513123542;0.0744093045
109.275;2.1059853508;0.0045940475;1.4512022107;0.0724514329
109.3;2.1056495478;0.0044698141;1.4510864619;0.0705139346
109.325;2.105297095;0.0043471892;1.4509649683;0.068600885
109.35;2.1049275989;0.0042264292;1.4508375927;0.0667163382
109.375;2.104540674;0.0041077881;1.4507042009;0.0648643162
109.4;2.1041359441;0.0039915169;1.4505646615;0.0630487987
109.425;2.1037130427;0.003877863;1.4504188463;0.0612737129
109.45;2.1032716136;0.0037670694;1.4502666308;0.059542923
109.475;2.1028113115;0.0036593743;1.4501078937;0.0578602202
109.5;2.1023318026;0.00355501;1.449942518;0.0562293126
109.525;2.1018327657;0.0034542028;1.4497703904;0.0546538154
109.55;2.1013138917;0.0033571722;1.4495914019;0.0531372413
109.575;2.1007748852;0.0032641299;1.4494054482;0.0516829904
109.6;2.1002154646;0.0031752799;1.4492124291;0.0502943419
109.625;2.0996353623;0.0030908175;1.4490122497;0.0489744447
109.65;2.0990343256;0.0030109287;1.4488048196;0.0477263087
109.675;2.0984121173;0.0029357902;1.4485900538;0.0465527967
109.7;2.0977685153;0.0028655682;1.4483678724;0.0454566164
109.725;2.097103314;0.0028004184;1.4481382009;0.0444403131
109.75;2.0964163238;0.0027404854;1.4479009702;0.0435062625
109.775;2.0957073722;0.0026859025;1.4476561169;0.0426566639
109.8;2.0949763035;0.0026367909;1.4474035834;0.0418935342
109.825;2.0942229794;0.0025932598;1.4471433178;0.0412187024
109.85;2.0934472791;0.002555406;1.4468752741;0.0406338042
109.875;2.0926490995;0.0025233132;1.4465994125;0.0401402776
109.9;2.0918283558;0.0024970523;1.4463156989;0.0397393585
109.925;2.090984981;0.0024766812;1.4460241057;0.0394320774
109.95;2.0901189264;0.002462244;1.4457246113;0.0392192565
109.975;2.0892301619;0.0024537716;1.4454172001;0.0391015072
110;2.0883186754;0.0024512813;1.4451018631;0.0390792285
